,Virginia,Florida,California,New York,New Jersey,Oregon,Arizona,Washington,Indiana,Texas,Wisconsin,West Virginia,Utah,Pennsylvania,North Carolina,Massachusetts,Nevada,Rhode Island,Colorado,Michigan,Hawaii,Maryland,the District of Columbia,Minnesota,Tennessee,New Hampshire,Kansas,Ohio,South Carolina,Georgia,Oklahoma,New Mexico,Iowa,Missouri,Illinois,South Dakota,Vermont,Wyoming,Montana,Alabama,Connecticut,Delaware,Idaho,North Dakota,Nebraska,Mississippi,Alaska,Arkansas,Louisiana,Kentucky,Maine
5/1/10,221143.6249,148239.3048,310936.1912,265338.4021,304737.756,226481.8948,159811.1453,261873.2426,115360.9465,137985.1949,163007.076,100743.2857,206851.827,162588.336,158737.8251,309250.2341,149835.3413,231996.6258,222491.7785,101784.9449,419710.4054,260733.5717,359313.3818,176856.0987,138471.5402,214302.2514,119521.4017,118372.713,146889.9374,136936.6769,111434.4652,175978.8127,121054.2101,130675.2394,166075.7053,144742.1401,211755.6781,200550.5313,190655.0131,125256.0322,259998.5072,241419.6413,162266.6462,158207.2806,130352.3329,112903.0736,243872.7159,117795.5585,152620.4419,109120.5086,185832.996
6/1/10,221169.4461,147538.7132,310870.6938,265908.7266,304273.9424,225308.6629,159009.4541,261527.261,115436.4826,138030.5096,162868.8125,101003.3303,206037.5211,162642.3905,158603.2777,309850.9362,149175.0245,231691.5791,221848.6409,101987.69,421781.2147,260704.8534,362780.9152,176846.9391,138450.9516,213976.4382,119661.6861,118317.2819,146753.3034,136641.3352,111561.5734,175008.6816,121037.2721,130584.532,166380.1249,144921.5792,211773.2091,200915.6199,190627.2588,124806.3316,260510.3849,241209.0393,161045.777,158414.4749,130457.7875,112704.9969,244134.0844,117802.049,152749.2037,109143.1468,185804.7677
7/1/10,220611.7948,146567.766,309723.9042,266273.7636,303451.2481,223853.908,157109.3513,260006.8698,115377.4641,137785.8822,162407.3619,101196.3256,204591.6763,162394.5651,158189.5718,309691.6629,148548.2073,231560.9742,220952.6652,101917.3489,423152.3982,260220.6844,364730.5722,176460.0789,138304.0419,213893.218,119587.2658,118065.082,146395.6928,135921.2836,111437.7552,173945.9638,120898.3248,130203.3255,165191.4201,145022.3132,212005.6201,201016.0043,190476.3724,124221.2549,260251.2125,240836.7009,159386.9193,158965.7184,129882.5256,112406.1104,244308.5346,117627.2992,152723.038,109053.6258,184981.3013
8/1/10,219704.3209,145355.2818,307765.0187,266185.5129,302184.9749,222162.9123,155364.871,257605.0702,115195.2555,137313.4043,161433.9055,101424.0584,202657.7801,161923.7733,157599.7323,309047.1711,147795.9198,231346.1502,219935.162,101601.4872,424433.8904,258866.222,365483.6832,175440.584,138024.5592,213914.2826,119237.33,117689.2347,145898.5663,134886.8466,111196.8043,172847.2998,120668.5649,129598.6949,164140.7801,145082.8166,212309.6547,200778.6079,190139.8362,123578.0894,259498.8542,239908.2651,157578.5984,159617.148,129047.7224,112023.8307,244486.7376,117385.6869,152607.9374,108901.1212,183932.3493
9/1/10,218724.0516,144031.6847,305766.3394,265633.5398,300465.952,220079.8615,153199.7511,255189.8509,114812.5088,136753.7532,160062.7693,101292.9104,200984.3154,161222.4927,156923.4197,307503.8346,146620.3247,230431.7052,218871.1474,100985.3866,424981.8533,256982.5605,364619.1113,173953.6114,137645.1285,214108.9394,118646.1593,117189.6748,145263.7768,133507.7208,110883.9318,171802.2062,120371.5242,128852.2214,162480.7925,145039.7952,212470.3898,200404.4325,189831.7987,122989.3166,258252.4401,238716.0484,155688.1434,160408.8543,128127.1274,111545.6012,244503.1859,116977.8275,152488.9408,108756.138,183128.7378
10/1/10,217836.6423,142647.4648,303622.0251,264635.9899,298444.0258,218005.6571,151462.6683,252653.5416,114350.6719,136190.6405,158618.7026,100966.5173,199459.8737,160394.4345,156253.6133,305765.2496,145493.4598,229079.4155,217875.8609,100271.3092,425367.387,255000.7214,363425.6573,172259.9009,137176.2199,213881.3602,118118.2313,116629.3202,144568.5623,132182.4355,110479.2865,170313.2526,120003.2642,128007.2732,161133.5147,145000.3842,212626.5288,200145.4927,189453.8033,122513.8007,256364.451,237033.1097,153807.5978,160958.7845,127310.4072,111039.6566,244268.6251,116549.2188,152389.94,108603.0957,182321.708
11/1/10,216947.1327,141245.6887,301722.6346,263592.1814,296462.3547,216141.7151,149556.05,250251.7957,113823.9611,135606.4707,157232.6409,100494.543,197824.6482,159483.9529,155567.8733,304120.3596,144797.5895,227648.614,216958.0992,99417.02855,426705.804,252998.5812,361307.7379,170693.7073,136683.364,213149.3251,117613.5601,115970.3317,143880.3011,130821.2281,109912.9261,168661.8298,119634.956,127130.2509,159294.6149,144950.9822,212782.988,199791.9457,188835.2803,121961.2946,254010.7903,235271.379,151817.9956,161319.4936,126554.8637,110624.6508,243685.1564,116011.0657,152201.0936,108310.5334,181438.8634
12/1/10,216237.1569,139909.5142,300369.7725,262534.5125,294638.6339,214391.9676,147792.0619,247933.2947,113376.8116,135099.0526,156057.1007,100212.4006,195866.8332,158624.6898,154903.5075,303238.8742,144107.4044,226689.6625,216078.7016,98602.02872,427517.3095,250992.3549,360571.7712,168947.4364,136145.87,212191.7316,117168.4623,115252.5738,143105.3411,129572.3108,109424.433,167151.0515,119260.6641,126284.4757,157497.4766,144923.5595,213030.8008,199477.6499,187997.844,121310.7475,251689.6587,233645.9322,149996.9751,161476.1173,126029.3128,110433.7273,243300.536,115498.0462,151733.8686,107926.2598,180397.379
1/1/11,215621.3827,138574.284,299316.3311,261788.4038,293144.8079,212763.7156,145901.5905,245964.9716,112940.8343,134658.1259,155021.0391,100004.3316,194034.7226,157877.7005,154215.6083,302509.2199,142883.8346,225891.1185,215335.4131,97761.88464,428318.4184,249139.1726,359555.9934,167290.6232,135536.83,211362.6322,116730.9047,114578.964,142243.0133,128331.6051,109069.8465,166594.4157,118969.7985,125524.5153,155880.8548,144869.8428,212984.2214,199270.541,186966.2169,120616.01,250340.7635,232229.162,148331.8302,161513.4134,125775.4719,110391.6122,242948.0364,115047.5762,150919.0418,107412.2365,180082.5928
2/1/11,215005.7836,137308.157,298307.0811,261216.0216,291734.8911,211057.0482,144117.399,244411.7962,112539.1102,134194.2166,154012.402,99834.83116,192356.8845,157272.4174,153566.8195,301462.3099,141152.8793,225371.6953,214656.0146,97054.49959,428191.7648,247996.1487,359206.254,165563.0727,134979.9691,211119.9004,116386.3759,113950.9809,141243.0167,127294.7032,108856.877,166409.5597,118677.9521,124854.6033,154611.117,144692.6529,212905.7669,199233.2464,185789.2607,120012.9768,249684.9013,231027.0614,146778.8153,161526.0296,125703.1856,110343.3585,242534.7767,114715.4974,150025.4093,106901.2796,180307.7176
3/1/11,214292.2498,136015.0358,296820.3158,260863.8298,290284.974,209173.0587,142688.1956,242662.4712,112194.2141,133738.3367,153096.3924,99590.24927,191187.957,156810.9842,152900.2234,299962.0036,139214.3025,224536.6597,214009.2682,96427.33209,428149.5135,247452.8084,358513.1732,164295.3807,134453.6856,210766.1928,116025.3901,113455.0881,140420.4274,126246.4767,108615.1341,166412.5345,118380.4992,124130.7444,153690.3943,144524.9636,212739.836,199262.0718,184742.1172,119587.4322,248825.5799,229673.3705,145616.0492,161682.5233,125628.7846,110234.6007,241830.0525,114502.84,149211.5422,106433.7449,180829.3909
4/1/11,213615.3859,134763.9404,295237.8036,260390.4743,288594.1004,207223.0275,141081.1586,240694.6736,111912.8816,133297.2057,152134.1981,99388.77946,190091.3914,156317.8029,152183.1038,298631.4241,137252.564,223430.3361,213329.7977,95844.28382,426608.3282,246889.2,358393.045,162991.9123,134065.0197,210342.2265,115629.1978,112943.4682,139644.8362,125049.6199,108343.5259,165856.1864,118067.5274,123386.759,152596.0629,144260.7081,212751.3226,199203.1276,184114.9869,119247.6828,247731.7377,228245.7257,144251.0346,161992.6965,125254.1326,110058.1812,240946.7417,114294.6507,148693.3097,106086.018,180832.7531
5/1/11,212996.1927,133514.4143,292860.2507,259882.9557,286676.5619,205473.716,139526.2844,237864.4801,111646.8544,132947.8512,151224.0904,99218.58257,189248.0903,155747.4311,151482.4458,297492.1932,135814.5165,221797.0459,212431.4,95320.06153,424732.3146,245892.8005,358228.3509,161714.3195,133664.3791,209447.6589,115364.8247,112440.2449,138937.9963,123585.9301,108035.3305,164937.2368,117764.5067,122648.3793,151762.9237,144071.5408,212516.0957,198938.3134,183775.2475,118988.5954,246341.0953,226570.9885,143024.3338,162056.2605,124975.6367,109934.7248,240301.2891,114006.9051,148316.9954,105808.5061,180570.8911
6/1/11,212451.8092,132384.9311,290946.6773,259126.6224,284619.9505,204168.0071,137851.8327,235325.5413,111407.1383,132591.8017,150402.2328,99218.59682,188247.7153,155019.2252,150842.3811,296710.8372,134233.1741,220376.2391,211610.4093,94806.3806,422339.509,244806.3038,358113.1767,160410.2533,133313.2594,208558.5883,115194.3116,111950.2745,138254.5273,122146.1799,107763.8092,163786.8272,117517.4139,122027.3129,150703.0329,144041.1634,212305.6161,198348.2566,183572.2601,118714.1816,245349.4498,225024.4577,142099.8924,161709.0373,124778.3456,109769.7547,240077.9802,113753.5337,148116.5013,105553.8865,180358.1361
7/1/11,211900.5836,131344.0699,289280.3575,258386.6994,282424.991,203120.0608,136710.7022,232945.8288,111276.8742,132394.1975,149576.37,99221.49608,187407.7038,154292.1192,150280.9266,295945.9604,133075.5949,218850.5301,210820.1013,94438.88069,420452.6025,243575.508,358344.4847,159253.4785,132960.3361,207407.8284,115053.6092,111601.9674,137723.948,120933.5908,107654.8554,162989.9214,117345.026,121523.8878,150054.1185,144090.0529,212065.822,197857.5344,183250.135,118412.7869,244095.1387,223829.721,141810.123,161265.875,124785.2863,109767.9031,240100.2827,113590.5308,147983.6452,105318.2757,180288.7981
8/1/11,211412.6047,130525.1406,287462.8252,257664.0978,280458.5359,202155.6593,135994.4108,231106.5318,111312.5974,132277.9526,148942.2273,99273.18414,186895.2313,153688.3495,149711.389,295150.4055,131495.7033,217521.3214,210336.248,94264.66266,418414.2803,242263.9951,357997.7705,158377.0057,132654.0591,206481.348,114833.2464,111341.1767,137249.0733,120079.7836,107672.9091,162437.5227,117239.0161,121013.553,149149.0419,144189.2587,211836.7058,197643.3211,183153.8903,118105.9731,242579.4261,222801.3172,141623.833,161124.5342,124841.8011,109713.0745,240185.3676,113539.3464,147892.5872,105115.6996,180129.235
9/1/11,210824.55,129909.5377,285293.2532,257004.5343,278739.6636,201329.1843,135550.5658,229222.3389,111397.7132,132236.3536,148436.9058,99288.5844,186181.85,153255.2525,149207.6271,293916.1446,130510.3249,216107.5977,210066.6825,94215.48194,416531.2591,240705.6085,357792.9056,157598.4725,132360.7944,205631.2664,114496.4947,111069.5349,136776.1149,119510.5502,107784.3368,162067.9646,117200.2343,120584.9039,148274.5184,144167.8089,211581.5524,197762.6746,183156.4732,117759.356,240733.9715,221529.7446,141387.546,161187.1528,124808.0454,109637.3915,240095.8145,113536.6798,147737.997,104918.6548,179785.6847
10/1/11,210198.5596,129556.6292,282976.8852,256347.7976,277201.4601,200389.3558,135369.6755,227458.7922,111432.641,132124.8299,147945.1434,99313.93454,185459.8172,152899.843,148636.6271,292296.5814,129747.4874,214686.8716,209917.1763,94163.7457,415423.7517,239482.9675,357110.8794,156850.9741,132028.4919,205143.2371,114091.6621,110743.2919,136291.1335,119075.7418,107693.0698,161686.2886,117178.175,120083.6507,146816.2009,144199.382,211402.3044,197746.2273,183306.0764,117400.6643,238778.4631,219981.1536,141234.2452,161390.7507,124856.3955,109389.0352,240021.3297,113579.1359,147638.7173,104707.5929,179314.3365
11/1/11,209663.7224,129376.2348,281833.1242,255632.8974,275570.9586,199319.9656,135206.7177,225854.9826,111363.4067,131916.3747,147517.1385,99347.58331,184696.6271,152544.1959,148068.4426,290633.5082,129227.8502,212925.5236,209890.3188,94008.4558,414011.6769,238635.8431,356734.7473,156031.8718,131713.8278,204507.2889,113732.0837,110398.5369,135837.4182,118709.7212,107516.7342,161285.5065,117212.1116,119648.6873,145624.0002,144288.4355,211586.2265,197832.6623,183407.2301,116945.7848,237142.6679,218649.612,141135.4789,161561.3767,124883.6986,109194.6641,239955.185,113594.1645,147502.5929,104603.1601,178813.4679
12/1/11,209402.5462,129294.0073,281087.6899,255028.3622,273878.7215,198165.8839,135704.5096,224538.2065,111218.0844,131672.8878,146974.6988,99370.52164,184534.9155,152197.7581,147521.2356,289376.7907,128721.8391,211271.4309,209938.675,93812.5471,413887.0137,237954.4067,355917.7002,155187.8879,131423.5291,203838.9948,113452.796,110092.9754,135609.8623,118107.4294,107290.2769,160895.8858,117277.3698,119164.6439,144154.9068,144442.2882,211801.3768,198005.3346,183485.8511,116564.9807,235629.2867,217275.6473,141096.742,161687.7243,124834.2858,109067.4832,240082.3777,113563.3677,147237.6939,104540.5098,178273.8879
1/1/12,209333.7494,129322.562,280703.4308,254496.4499,272518.9532,197358.3109,136218.9876,223619.5149,110972.9272,131561.391,146588.8819,99356.89216,184516.519,151896.6435,147096.9717,288354.7146,128503.7545,210140.1211,210205.6515,93662.44982,414133.3738,237174.6436,355994.2698,154519.6591,131284.0393,203055.7342,113320.6582,109735.7997,135580.9559,117596.366,107159.617,160587.2493,117295.7394,118810.2412,143190.8531,144601.449,211937.0615,198618.3819,183603.4135,116423.161,234404.3943,216210.3966,141005.8626,161864.4633,124555.3329,108985.2223,240706.8184,113542.3055,147005.2426,104523.4232,177670.5422
2/1/12,209538.72,129444.0828,280144.984,254285.281,271982.4933,197061.1056,137060.3107,222747.0707,110936.9784,131714.5893,146323.054,99497.97923,184678.673,151830.124,146915.2423,287582.1288,128380.359,209427.289,210587.8118,93744.43745,414862.7327,236751.2172,356248.7765,154307.7788,131337.271,202618.4873,113299.7627,109506.1337,135877.6254,117204.462,107119.8317,160468.7646,117382.2843,118643.5855,142257.6996,144824.9957,212293.9951,199369.9218,183767.7811,116485.5852,233583.8575,215198.1838,141346.2501,162234.7504,124269.4928,108933.5387,241374.2442,113688.2309,147046.2878,104608.5249,177187.5639
3/1/12,210166.0974,129638.4686,279517.3338,254477.8056,272530.0418,197246.6319,137841.3652,221833.1498,111119.1874,131987.6634,146272.177,99672.40897,185195.5813,152150.729,146994.6176,287037.585,128057.6202,209081.3492,211041.1559,94017.38272,414778.0805,236779.0937,356531.0936,154666.7488,131670.982,202554.809,113514.6085,109505.5005,136281.0276,117321.9115,107135.3973,160545.5112,117758.107,118700.3177,141725.4776,145371.2013,213071.7846,200372.4969,184339.5458,116812.8126,233446.2076,214315.0411,142046.8439,162947.0531,124235.4461,108795.4579,242142.6213,113919.1996,147194.9093,104915.3056,176876.8189
4/1/12,211131.5338,130000.7634,279088.7327,254879.5861,273351.487,197592.0546,139313.795,220777.3075,111458.4482,132262.3575,146444.3223,99679.02583,186180.2499,152624.4796,147302.6257,286937.9377,127615.2755,208852.1905,211393.3308,94556.5356,413773.8613,237528.4187,356521.9154,155317.6754,132131.1871,202931.091,113860.4413,109706.985,136734.3005,117645.9266,107179.071,160687.4718,118375.846,118996.7516,141270.6907,146168.9019,214193.8406,201371.3761,185064.7043,117313.3268,233545.728,213047.1732,143136.6766,163743.5179,124468.4181,108732.3643,242960.6167,114204.7612,147245.794,105417.7673,177055.5023
5/1/12,212191.5027,130469.7987,279283.7591,255380.7561,274043.4565,197917.243,141420.674,219893.1035,111736.6607,132568.9749,146817.7679,99994.83706,187534.8444,153076.7102,147665.1529,287410.5914,127620.9049,208886.1922,211945.9837,95274.89829,413140.3257,238279.7305,357183.5298,156129.1471,132518.42,203397.2267,114371.3142,109970.0184,137158.2145,118125.4551,107363.8697,160882.9088,119168.6709,119506.8622,140952.7904,,215105.1695,202582.2522,185995.7976,118213.0934,233428.0333,211994.6275,144320.6442,164837.4439,124796.3874,109015.197,244045.4592,114590.0779,147595.1999,105997.8756,177402.9735
6/1/12,213221.7328,131105.3534,280387.55,255748.0908,274069.8019,198397.9324,143947.8139,219494.6074,111999.8758,133001.0241,147247.3784,100377.1358,188988.9838,153259.2629,147951.2785,288341.5142,128711.931,208994.7388,212914.1383,96095.33163,413081.9074,239068.5553,358893.3378,157172.3139,132864.6457,203976.1517,115037.9836,110128.5831,137493.9128,118714.0711,107630.9283,161078.4275,119701.1622,120067.2228,140974.969,149012.1094,215751.0545,203833.2008,187031.0361,119499.1297,233051.9659,211502.3268,145600.2235,166331.4737,125185.5051,109463.1366,245457.5657,115106.3226,148315.2429,106441.8875,177893.4063
7/1/12,214124.8246,131742.8504,281988.2467,256089.0959,273959.3284,199000.0904,146702.4114,219438.9249,112283.7199,133490.6885,147579.7207,101139.3373,190386.8479,153335.1646,148198.8035,289473.7074,130330.2511,209171.1442,214345.3524,96908.96272,414557.1521,239563.5633,361494.2102,158507.5814,133239.0985,204510.8972,115746.6629,110280.8807,137719.4804,119352.2139,108006.3298,161302.014,120227.553,120613.525,141217.6958,150696.9096,216223.7998,205007.7773,187948.6955,120853.6366,232568.9436,211646.6469,146883.9331,168045.0984,125620.8389,109950.7896,246731.4737,115712.3679,149024.8258,106748.1352,178200.5001
8/1/12,214934.1302,132309.7193,284519.2807,256100.7313,273347.6726,199765.8933,149434.6386,219655.6373,112527.1045,133856.3134,147738.4315,101575.3606,191678.9171,153211.8035,148231.4301,290443.7961,132158.7862,209093.671,216107.8983,97507.71494,416807.4735,239954.4673,364715.8011,159950.0389,133438.2324,204638.8863,116246.3252,110270.6436,137785.3317,119749.1101,108222.1527,161335.303,120659.3159,120937.0143,141348.7588,152174.3907,216754.2603,205844.9521,188650.8056,121861.2764,231997.7241,211587.6329,148145.4129,169953.6301,126138.336,109775.8618,247876.0619,116098.1948,149258.8604,106702.4957,178007.4632
9/1/12,215712.6425,132912.765,287937.402,256128.2253,273063.0723,200654.8224,152329.3583,220285.7036,112780.6707,134169.7899,147916.2231,102121.6178,193063.3536,153089.9757,148278.1182,291180.1179,134005.7118,208868.4099,218134.1553,98210.75195,419649.8357,240620.421,369018.3067,161469.554,133659.4185,204705.1877,116500.5398,110330.6152,137914.4682,120116.5681,108402.2924,161407.1257,121069.9304,121273.0152,141404.524,153310.1823,217298.6925,206756.7371,189208.9534,122796.1063,231325.6676,211294.4696,149535.8648,171927.1593,126681.8872,109598.3906,249504.7837,116460.0281,149286.8698,106556.7909,177877.2119
10/1/12,216556.4247,133660.4385,292299.4527,255963.9106,272859.6115,201938.6091,154961.2722,221274.2937,113051.9278,134482.2133,148139.194,102507.9365,194478.8875,152911.2234,148264.9227,291849.4571,135925.3383,208815.6578,220132.8741,98947.92624,422331.3714,241366.417,373818.7002,163034.8178,133736.9469,204703.6155,116589.8166,110388.0917,138098.5597,120389.5202,108512.0655,161506.2484,121105.7169,121355.5269,141226.4553,153930.6431,217655.2784,207556.3428,189951.5119,123626.8184,230683.1986,210811.2187,150924.0634,174160.9483,127234.0721,109202.5377,250644.5763,116641.3975,149317.6311,106382.8352,177619.0669
11/1/12,217369.9415,134719.2139,297075.8721,255948.4611,273130.0016,203418.2041,157343.5037,222729.7544,113184.744,134842.7923,148252.322,102743.5664,196190.2426,152779.7852,148266.7229,292786.1712,138136.8135,209227.7867,222001.3899,99661.22673,425186.8657,242484.2768,378696.57,164445.1834,133856.9928,204844.8398,116684.9737,110490.0277,138240.4793,120834.7217,108843.8881,161922.4671,121017.8998,121325.1444,140913.7449,154188.2556,217738.9913,208433.9556,191067.6255,124514.9883,230439.6204,210912.3118,152239.7154,176300.8047,127588.5448,109242.8442,251841.3937,116843.1633,149324.3658,106294.7748,177714.5071
12/1/12,217960.8334,136130.3088,302159.5986,255922.2981,273450.6811,204960.9706,159275.483,224357.7955,113240.8077,135204.7021,148319.2673,102942.4621,197965.7308,152692.7178,148203.5419,294247.6939,140182.6788,209434.6591,223651.9521,100298.3642,427230.1262,243437.9023,383243.8324,165728.5318,133749.4663,204967.4938,116818.2801,110553.0933,138326.9111,121266.9203,109295.5081,162452.0358,121308.1787,121260.3808,140600.4853,154466.678,217779.568,208989.6053,192334.3538,125120.8939,230508.3096,211218.0866,153419.8782,178467.9272,127788.8472,109599.9986,252154.8645,117051.5248,149343.4162,106369.0136,177667.3663
1/1/13,218694.6247,137744.1555,306975.1681,256332.1449,274010.3123,206627.6769,161059.8045,226338.0271,113187.1445,135709.9457,148475.256,103028.3283,199932.1346,152686.8767,148149.9567,296103.4629,142491.5972,209489.1331,225334.125,100932.6869,429134.243,244706.7148,387096.5536,166919.0978,133620.3956,205159.7013,116991.0242,110680.1203,138427.9098,121801.243,109785.4061,162688.1579,121977.8086,121241.9229,140632.4032,154995.0074,218178.6868,209739.5299,193352.9429,125409.2498,231047.4645,211594.8478,154549.6748,180762.1452,127899.459,110045.1223,252083.6502,117321.3524,149597.3552,106386.8178,177541.9051
2/1/13,219595.3514,139391.6989,311236.7343,257013.7827,274555.7429,208426.9466,162745.461,228309.8145,113213.7889,136352.0008,148868.5657,102694.4482,201668.526,152707.9522,148260.2641,298150.9506,144841.2221,209688.8701,226910.9226,101668.498,430694.7034,246000.1598,390555.5721,168097.6324,133719.096,205753.1703,117076.9472,110892.9908,138696.5195,122499.1423,109938.7244,162522.803,122557.0061,121321.7016,141157.8596,155681.0082,218993.6554,210458.2845,193954.6728,125569.5731,231765.8002,211660.3934,155781.4096,182592.0229,128189.131,110039.641,251576.859,117641.0883,149560.6044,106394.3336,177568.27
3/1/13,220531.748,141072.9733,314897.4464,257816.5039,274982.2448,210208.4969,164660.2899,230112.7834,113224.3279,137112.9149,149368.2439,102355.4205,203373.0088,152939.7953,148497.2145,299497.1983,147597.5391,210553.3265,228153.8266,102631.9988,432721.2215,247295.373,392644.0071,169276.5751,134174.7103,206166.4534,117037.2266,111304.2136,139115.0762,123556.4699,110027.54,162353.9797,123014.7526,121435.6074,141944.2557,156455.4346,219988.9784,211160.8818,194263.1733,125807.1654,232320.914,212054.7821,157126.698,184070.8485,128581.2027,109581.1021,250921.8643,117980.2304,149749.5953,106306.0613,177560.0817
4/1/13,221293.3053,142804.6171,319206.7512,258574.4592,275474.3859,211918.1079,166979.8089,231773.7592,113347.0924,137835.2996,149907.7731,101882.095,205196.9093,153373.5273,148853.1732,300726.0821,150852.3862,211815.8185,229255.521,103783.1872,434319.1953,248586.8122,394704.6754,170347.4366,134881.6843,206816.5101,117022.731,111881.7615,139616.8374,124884.5898,110139.6373,162420.1702,123483.6947,121723.642,143025.1397,157166.2064,220865.189,211740.2927,194933.412,126273.6014,232755.4198,212686.1759,158625.3333,184904.7461,129050.4919,109157.8342,251013.3678,118268.3566,150200.0697,106297.8613,178195.1232
5/1/13,222116.7341,144757.7519,325093.3234,259432.7317,276321.6536,213859.3392,169706.3482,233671.0108,113649.2873,138659.7824,150499.792,101619.1579,207382.8226,154015.3974,149377.1608,302106.4798,154910.4187,213196.9794,230519.0123,105166.895,436698.8662,250209.5899,397600.2606,171575.2439,135695.021,207492.5452,117153.0101,112633.5697,140184.4783,126538.4432,110332.2576,162835.7705,124142.2124,122130.9059,143951.4118,157925.7951,221639.2412,212209.7255,195932.0234,126936.0821,233192.0795,213137.9176,160359.2959,186146.2933,129447.8069,108824.1689,251640.6312,118475.0709,151113.0448,106534.4002,179015.3769
6/1/13,223217.1992,146671.6664,332216.5935,260625.1171,277328.281,216088.1267,172568.4087,235742.7244,114104.3519,139643.608,151132.4311,101425.6915,209716.3985,154556.8991,150028.6136,304176.3773,159720.4782,214560.5626,232213.4354,106649.4205,439575.3413,251942.6376,402047.3094,172939.6495,136354.5003,208529.1662,117498.1505,113303.2265,140779.6041,128224.3031,110568.401,163240.4406,124698.6604,122698.3814,145087.542,158577.2735,222360.5209,212624.723,197065.3416,127512.5956,233794.3034,213880.9266,162119.2155,187520.9919,129880.5278,108843.9293,252942.5594,118623.3945,152230.2749,107014.0431,180249.9451
7/1/13,224272.432,148510.1599,339352.1667,261813.2615,278463.6415,218292.9185,175318.1514,237705.5384,114630.1019,140587.7857,151674.1749,101117.5372,211916.6987,154716.5311,150695.6373,306353.8454,164512.3434,215722.5859,234174.9098,108079.7741,443263.5833,253384.2445,406937.3617,174461.775,136801.3452,209353.6772,117805.346,113829.7844,141290.4308,129863.9163,110733.4001,163307.9035,125134.714,123321.3264,146014.4173,159103.1039,222840.9441,212611.3643,197931.6881,127901.1504,234438.2017,214503.9121,163756.1635,188903.731,130335.5622,108799.6736,254280.5142,118646.0387,152973.332,107493.1292,181155.7305
8/1/13,225280.427,150265.4535,346177.1737,262880.2682,279795.156,220452.3838,177926.5037,239441.2836,115197.9251,141503.1315,152323.844,101220.5897,213932.4694,154772.2248,151331.2363,308306.6747,168793.9789,216740.8289,236211.027,109666.6118,447330.72,254358.3761,411710.3536,176169.1579,137164.0221,210200.2857,118194.979,114308.6266,141816,131399.3276,111126.4612,163344.3738,125770.6027,124148.7862,147233.317,159706.3323,223303.9236,212582.6363,198809.9142,128254.9075,234980.8777,215658.9958,165200.3594,190409.6984,130960.4229,109149.6073,255546.583,118753.3406,153844.1385,108032.991,181868.9627
9/1/13,226102.9427,151971.3052,352865.6073,263651.734,281353.8816,222490.8702,180306.088,241140.3143,115656.2244,142217.5712,152911.4963,101557.7065,215734.0181,154702.3014,151843.05,310070.7174,172635.0404,217650.7297,238171.9883,111071.9661,452290.5669,255264.5159,417258.3896,177812.1557,137490.1032,211099.1413,118491.4349,114697.6175,142274.2844,132717.9453,111380.0875,163240.7697,126198.1158,124866.7918,148342.2048,160254.8929,223865.5959,212754.1856,199746.5735,128549.4421,235425.4956,216606.9653,166541.6443,191868.735,131487.8768,109231.0372,257005.7318,118916.06,154549.2018,108323.0224,182408.0317
10/1/13,226949.6283,153772.3234,359471.4664,264470.6234,282901.3413,224557.14,182430.0113,242907.8924,116043.7187,143032.1908,153508.0815,102296.9074,217422.5224,154919.0184,152363.3767,311895.0594,176151.9741,218554.9282,240042.857,112415.0561,457567.8679,256343.5558,423351.551,179448.0267,137960.0118,212147.013,118914.0721,115077.1755,142850.2167,134068.5519,111900.7007,163253.9115,126667.4327,125561.1639,149758.3149,161058.7045,224430.0781,213245.4418,200786.7202,129030.4936,235878.6027,218179.2872,167880.7919,193629.2312,132038.7411,109594.8483,257878.4445,119224.5889,155153.3803,108632.3137,182790.9707
11/1/13,227511.2809,155363.0529,365012.494,265149.1868,283777.9735,226330.263,184032.304,244556.768,116131.6731,143778.3756,153628.6364,102596.0412,218743.2846,155074.591,152625.8872,313689.4642,179233.7827,219391.3197,241663.0189,113247.0869,461698.4433,257580.453,428621.9582,180695.2276,138289.4197,212804.7648,119207.491,115154.8052,143197.5817,135147.7313,112386.2017,163081.4276,126955.25,125805.53,150982.9032,161542.0794,224261.9308,213496.1789,201636.3601,129331.6681,236306.9105,219867.5588,168813.6798,194919.3762,132289.3224,109740.9856,258268.5327,119300.1332,155361.9245,108683.0513,183005.7318
12/1/13,227937.771,156986.0313,369475.8857,265607.4985,284448.6499,228087.1622,185187.4986,246264.1568,116186.3536,144615.4838,153821.9396,102444.9472,219678.281,155286.0128,152860.194,315555.9707,181373.7692,219913.1083,243150.856,113957.3802,464739.0251,258932.8559,432380.5702,181856.6159,138749.5711,213286.3039,119410.0757,115230.1604,143558.0264,136327.914,112887.9123,163006.6406,127224.9231,125838.9857,152139.2006,161780.279,223794.2815,213537.1401,202532.2639,129721.037,236761.68,221200.2684,169523.605,195917.2808,132599.7419,109975.8261,257734.1923,119178.6101,155068.6819,108813.6169,183002.9506
